,BTS,GROUPE,X,Y,commune_id
0,13X108,TLEMCEN_AUX,-1.41397,35.0425,2672.0
1,46X044,TLEMCEN_AUX,-1.37969,35.3016,2673.0
2,09X015,CENTRE_AUX,2.7874,36.5559,2674.0
3,15X028,CENTRE_AUX,4.15063,36.8147,2675.0
4,40X011,CONSTANTINE_AUX,7.08193,35.4625,2676.0
5,04X024,CONSTANTINE_AUX,6.56353,36.0367,2677.0
6,15X088,CENTRE_AUX,3.96959,36.7268,2678.0
7,24X008,CONSTANTINE_AUX,7.16367,36.3132,2679.0
8,06X016,SETIF_AUX,5.33635,36.627,2680.0
9,48X087,ORAN_AUX,0.91949,35.9633,2681.0
10,34X033,SETIF_AUX,5.03375,35.9519,2682.0
11,15X043,CENTRE_AUX,4.03691,36.7102,2683.0
12,30X063,AUXILIARY BL,6.43666,33.1095,2684.0
14,16X835,ALGER_AUX,2.9805,36.639,2685.0
15,14X062,ORAN_AUX,1.51908,35.4703,2686.0
16,02X072,ORAN_AUX,1.29275,36.5073,2687.0
17,16X373,CONSTANTINE_AUX,2.83871,36.6967,2688.0
18,38X057,ORAN_AUX,2.26623,35.8659,2689.0
19,46X004,TLEMCEN_AUX,-1.051,35.455,2690.0
20,16X580,ALGER_AUX,3.07502,36.732,2691.0
21,13X029,TLEMCEN_AUX,-1.75022,34.8502,2692.0
22,25X037,CONSTANTINE_AUX,6.69947,36.2575,2693.0
23,40X014,CONSTANTINE_AUX,6.63829,35.4037,2694.0
24,18X027,CONSTANTINE_AUX,6.27143,36.7514,2695.0
25,06X056,SETIF_AUX,4.82217,36.6094,2696.0
27,12X023,CONSTANTINE_AUX,8.12642,35.4014,2697.0
28,05X118,SETIF_AUX,5.36367,35.3877,2698.0
29,25X233,CONSTANTINE_AUX,6.5825,36.246,2693.0
30,28X129,AUXILIARY BL,4.52599,35.7112,2699.0
31,21X014,CONSTANTINE_AUX,6.88288,36.8295,2700.0
32,48X008,AUXILIARY BL,0.91503,35.96017,2681.0
33,27X086,ORAN_AUX,0.62575,36.1813,2701.0
34,24X027,CONSTANTINE_AUX,7.43961,36.5068,2702.0
35,17X121,SUD_AUX,3.22779,34.6639,2703.0
36,10X034,CENTRE_AUX,4.15468,36.3289,2704.0
37,16X726,ALGER_AUX,2.90798,36.6424,2705.0
38,20X013,SUD_AUX,0.32192,34.8242,2706.0
39,14X040,ORAN_AUX,1.49714,35.1849,2707.0
40,25X038,CONSTANTINE_AUX,6.5774,36.2621,2693.0
41,25X080,CONSTANTINE_AUX,6.56869,36.2515,2708.0
43,05X085,SETIF_AUX,5.37333,35.3102,2709.0
44,05X109,SETIF_AUX,6.64415,35.6678,2710.0
45,04X040,CONSTANTINE_AUX,7.10963,35.871,2711.0
46,02X056,ORAN_AUX,1.49103,36.21142,2712.0
47,28X055,SETIF_AUX,4.18301,35.2112,2713.0
48,06X118,SETIF_AUX,4.68972,36.5472,2714.0
49,19X043,SETIF_AUX,5.08986,36.3315,2715.0
50,16X800,ALGER_AUX,2.98475,36.7646,2716.0
51,16X710,AUXILIARY BL,3.29962,36.7893,2717.0
52,38X006,ORAN_AUX,1.55003,35.7466,2718.0
53,06X074,SETIF_AUX,5.05638,36.7302,2719.0
54,25X242,CONSTANTINE_AUX,6.56865,36.23043,2708.0
55,35X133,CENTRE_AUX,3.55626,36.7261,2720.0
57,08X029,SUD_AUX,-2.28701,30.3228,2721.0
58,17X066,AUXILIARY BL,3.22179,35.6303,2722.0
59,31X504,ORAN_AUX,-0.56559,35.6983,2723.0
60,29X051,ORAN_AUX,0.14142,35.3979,2724.0
61,16X463,ALGER_AUX,3.10728,36.7424,2725.0
62,06X047,SETIF_AUX,5.03594,36.7416,2719.0
63,27X001,ORAN_AUX,0.09525,35.9464,2726.0
64,28X075,SETIF_AUX,4.77562,35.6889,2727.0
65,20X068,TLEMCEN_AUX,0.15171,34.8767,2728.0
66,40X001,CONSTANTINE_AUX,7.14633,35.4333,2729.0
67,05X122,SETIF_AUX,5.38228,35.3799,2698.0
68,26X124,CENTRE_AUX,2.78897,36.2597,2730.0
69,23X083,CONSTANTINE_AUX,7.7524,36.9009,2731.0
70,10X022,CENTRE_AUX,3.99776,36.3974,2732.0
71,04X042,CONSTANTINE_AUX,7.37896,35.79542,2733.0
73,25X139,CONSTANTINE_AUX,6.60193,36.259,2693.0
74,24X014,CONSTANTINE_AUX,7.76352,36.3786,2734.0
76,28X045,SETIF_AUX,3.89619,35.6618,2735.0
77,29X159,ORAN_AUX,0.32892,35.4128,2736.0
78,21X014,AUXILIARY BL,6.88288,36.8295,2700.0
79,41X010,CONSTANTINE_AUX,8.19536,36.1535,2737.0
80,42X123,CENTRE_AUX,2.56683,36.4724,2738.0
82,15X067,ALGER_AUX,4.16935,36.813,2675.0
83,29X015,ORAN_AUX,-0.19581,35.5316,2739.0
84,14X120,ORAN_AUX,1.34389,35.3634,2740.0
85,35X079,CENTRE_AUX,3.30064,36.7009,2741.0
86,16X529,ALGER_AUX,2.94603,36.665,2705.0
87,25X175,CONSTANTINE_AUX,6.47736,36.3828,2742.0
88,44X002,AUXILIARY BL,1.95363,36.2557,2743.0
89,48X165,ORAN_AUX,0.9324,35.95526,2681.0
90,42X033,CENTRE_AUX,2.41703,36.5064,2744.0
91,13X006,TLEMCEN_AUX,-1.31744,34.8793,2745.0
93,24X009,CONSTANTINE_AUX,7.43888,36.5014,2702.0
94,34X027,SETIF_AUX,5.02827,36.1761,2746.0
95,24X068,CONSTANTINE_AUX,7.39941,36.5055,2747.0
96,12X041,CONSTANTINE_AUX,8.1005,35.3948,2697.0
98,36X031,CONSTANTINE_AUX,7.85952,36.833,2748.0
99,45X001,SUD_AUX,-0.31325,33.2662,2749.0
100,46X114,TLEMCEN_AUX,-1.0994,35.3902,2750.0
101,46X087,TLEMCEN_AUX,-1.01393,35.5281,2751.0
102,34X076,SETIF_AUX,4.78665,36.0806,2752.0
103,35X001,CENTRE_AUX,3.26061,36.682,2753.0
105,21X027,CONSTANTINE_AUX,6.91593,36.8817,2754.0
106,36X016,CONSTANTINE_AUX,8.31326,36.7653,2755.0
107,26X020,CENTRE_AUX,3.15265,35.8921,2756.0
108,09X033,CENTRE_AUX,2.84472,36.4878,2757.0
109,17X031,SUD_AUX,3.2261,34.365,2758.0
110,26X041,AUXILIARY BL,2.91327,36.1384,2759.0
111,16X877,ALGER_AUX,2.94401,36.7168,2760.0
112,16X861,ALGER_AUX,3.1895,36.6963,2761.0
114,38X032,ORAN_AUX,1.81005,35.6089,2762.0
115,14X162,ORAN_AUX,1.0585,35.0662,2763.0
117,25X089,CONSTANTINE_AUX,6.58898,36.3885,2764.0
118,04X038,CONSTANTINE_AUX,6.29295,35.895,2765.0
119,09X077,CENTRE_AUX,2.80055,36.4833,2757.0
120,42X006,CENTRE_AUX,2.45639,36.5833,2766.0
121,25X099,CONSTANTINE_AUX,6.58361,36.252,2693.0
122,07X086,SETIF_AUX,5.55454,34.6658,2767.0
123,05X012,SETIF_AUX,5.36748,35.3848,2698.0
124,09X099,CENTRE_AUX,2.85333,36.4877,2757.0
125,16X1484,ALGER_AUX,2.90188,36.66599,2768.0
126,26X039,CENTRE_AUX,3.31127,36.4156,2769.0
127,45X056,SUD_AUX,-0.27546,33.5502,2770.0
128,26X019,CENTRE_AUX,3.41328,35.9391,2771.0
129,19X042,SETIF_AUX,5.40667,36.2822,2772.0
130,26X121,CENTRE_AUX,3.14638,35.8896,2756.0
131,16X422,ALGER_AUX,3.0361,36.8015,2773.0
132,16X622,ALGER_AUX,3.24371,36.7853,2774.0
133,27X063,ORAN_AUX,0.42417,36.101,2775.0
134,46X087,AUXILIARY BL,-1.01393,35.5281,2751.0
136,25X036,CONSTANTINE_AUX,6.69221,36.2614,2693.0
137,17X002,SUD_AUX,3.03515,35.0689,2776.0
139,36X077,CONSTANTINE_AUX,8.10579,36.5079,2777.0
140,34X014,SETIF_AUX,4.89061,35.8807,2778.0
141,02X079,ORAN_AUX,1.2551,36.5026,2687.0
142,01X121,SUD_AUX,-0.22519,28.32967,2779.0
143,31X013,ORAN_AUX,-0.784,35.7537,2780.0
144,05X198,SETIF_AUX,6.23504,35.0933,2781.0
145,16X054,ALGER_AUX,2.9779,36.7013,2782.0
146,24X040,CONSTANTINE_AUX,7.47537,36.5476,2783.0
147,05X003,SETIF_AUX,6.16814,35.5475,2784.0
148,18X081,CONSTANTINE_AUX,5.75695,36.8087,2785.0
149,24X084,CONSTANTINE_AUX,7.41944,36.4714,2786.0
150,31X027,ORAN_AUX,-0.65553,35.6913,2787.0
151,44X115,CENTRE_AUX,2.22638,36.3025,2788.0
152,17X039,SUD_AUX,3.2491,34.6746,2703.0
153,09X122,CENTRE_AUX,2.81324,36.5685,2674.0
154,48X115,ORAN_AUX,0.90378,35.9614,2681.0
155,23X011,CONSTANTINE_AUX,7.75338,36.898,2731.0
156,35X057,CENTRE_AUX,3.87103,36.8094,2789.0
157,02X008,ORAN_AUX,1.39056,36.1971,2790.0
158,18X136,CONSTANTINE_AUX,5.73748,36.804,2785.0
160,16X397,ALGER_AUX,3.25982,36.778,2791.0
161,31X060,ORAN_AUX,-0.46475,35.7268,2792.0
162,04X009,CONSTANTINE_AUX,6.69935,35.92508,2793.0
163,23X119,CONSTANTINE_AUX,7.74896,36.8991,2731.0
164,13X048,TLEMCEN_AUX,-2.02861,34.9672,2794.0
165,04X017,CONSTANTINE_AUX,7.18499,35.9352,2795.0
166,04X084,CONSTANTINE_AUX,7.38975,35.7896,2733.0
167,16X853,ALGER_AUX,3.3386,36.7441,2796.0
168,32X049,SUD_AUX,1.0121,33.679,2797.0
170,36X088,CONSTANTINE_AUX,8.42805,36.8844,2798.0
171,02X199,ORAN_AUX,1.43201,36.1135,2799.0
172,23X251,CONSTANTINE_AUX,7.52788,36.87564,2800.0
173,48X037,ORAN_AUX,0.92564,35.5803,2801.0
174,31X136,ORAN_AUX,-0.62372,35.6476,2802.0
175,31X197,ORAN_AUX,-0.44203,35.7124,2804.0
176,16X424,ALGER_AUX,3.05053,36.73,2805.0
177,41X001,CONSTANTINE_AUX,7.95702,36.2858,2806.0
178,15X035,CENTRE_AUX,4.41464,36.8912,2807.0
179,16X782,ALGER_AUX,3.11325,36.7184,2808.0
180,04X042,CONSTANTINE_AUX,7.37896,35.7954,2733.0
181,44X062,CENTRE_AUX,2.21905,36.304,2788.0
182,04X004,CONSTANTINE_AUX,7.37744,35.7993,2733.0
184,19X147,SETIF_AUX,5.42811,36.2,2809.0
185,16X729,ALGER_AUX,3.01029,36.8117,2810.0
186,16X534,ALGER_AUX,3.03143,36.7194,2811.0
187,16X913,ALGER_AUX,3.2137,36.744,2791.0
188,26X122,CENTRE_AUX,2.75048,35.8832,2812.0
189,41X027,CONSTANTINE_AUX,7.53384,36.1257,2813.0
190,09X042,CENTRE_AUX,2.6257,36.4709,2814.0
191,28X044,SETIF_AUX,4.18075,35.2207,2713.0
193,04X006,CONSTANTINE_AUX,6.57359,36.035,2677.0
194,19X040,SETIF_AUX,5.2869,35.9724,2815.0
196,07X100,SETIF_AUX,5.70358,34.8484,2816.0
199,16X416,ALGER_AUX,3.0222,36.6749,2817.0
200,30X037,SUD_AUX,5.34089,31.9588,2818.0
201,19X141,SETIF_AUX,5.29635,35.9214,2819.0
202,05X175,SETIF_AUX,6.16611,35.5275,2784.0
203,34X068,SETIF_AUX,4.77222,36.0756,2752.0
204,08X023,SUD_AUX,-2.16964,30.1291,2820.0
205,16X004,ALGER_AUX,3.053,36.734,2805.0
206,28X021,SETIF_AUX,4.97853,35.5437,2821.0
207,40X023,CONSTANTINE_AUX,7.12445,35.5267,2822.0
208,19X222,SETIF_AUX,5.40844,36.178,2809.0
209,23X027,CONSTANTINE_AUX,7.73855,36.8061,2823.0
210,02X151,ORAN_AUX,1.45851,36.1912,2824.0
211,23X092,CONSTANTINE_AUX,7.4617,36.7402,2825.0
212,16X878,ALGER_AUX,2.83476,36.6966,2688.0
213,17X005,SUD_AUX,3.27256,34.6594,2703.0
214,07X004,SETIF_AUX,5.38629,34.7356,2826.0
217,47X053,SUD_AUX,3.69193,32.5789,2827.0
218,30X107,SUD_AUX,6.071,31.7036,2828.0
219,08X043,SUD_AUX,-2.22002,31.6002,2829.0
220,43X045,AUXILIARY BL,5.9483,36.4057,2830.0
221,17X040,SUD_AUX,3.26092,34.6832,2703.0
225,16X109,ALGER_AUX,3.25026,36.7917,2774.0
226,42X117,CENTRE_AUX,2.42631,36.477,2831.0
227,17X021,SUD_AUX,3.27342,34.6722,2703.0
229,14X043,ORAN_AUX,1.10572,34.9109,2832.0
230,31X636,ORAN_AUX,-0.53279,35.74884,2833.0
231,16X140,ALGER_AUX,3.10363,36.6642,2834.0
232,46X002,AUXILIARY BL,-1.18472,35.3059,2835.0
233,25X192,CONSTANTINE_AUX,6.5605,36.2409,2708.0
234,27X137,ORAN_AUX,0.09636,35.9195,2726.0
235,27X027,ORAN_AUX,0.18656,35.781,2836.0
236,04X067,CONSTANTINE_AUX,6.93422,36.103,2837.0
237,18X052,CONSTANTINE_AUX,5.77301,36.8027,2785.0
238,16X815,ALGER_AUX,3.06248,36.7659,2838.0
239,25X254,CONSTANTINE_AUX,6.59058,36.264,2693.0
241,21X046,CONSTANTINE_AUX,6.80811,36.7014,2839.0
242,30X013,SUD_AUX,6.05929,33.0975,2840.0
244,20X019,TLEMCEN_AUX,0.14394,34.8465,2841.0
245,31X008,AUXILIARY BL,-0.63928,35.69828,2787.0
246,39X044,AUXILIARY BL,5.99142,33.5315,2842.0
247,48X033,ORAN_AUX,0.5385,35.7319,2843.0
248,05X010,SETIF_AUX,6.46635,35.4932,2844.0
249,31X090,AUXILIARY BL,-0.62239,35.68522,2787.0
250,02X035,ORAN_AUX,1.27864,36.0252,2845.0
251,09X244,CENTRE_AUX,2.84489,36.50803,2846.0
252,38X014,ORAN_AUX,2.27481,35.8582,2689.0
253,44X029,CENTRE_AUX,1.68283,36.2102,2847.0
254,26X028,CENTRE_AUX,2.71944,35.9138,2848.0
255,24X042,CONSTANTINE_AUX,7.42433,36.4633,2786.0
256,15X085,CENTRE_AUX,4.43139,36.5873,2849.0
257,45X053,SUD_AUX,-0.27339,33.5578,2770.0
258,26X056,CENTRE_AUX,3.49419,36.2908,2850.0
259,43X117,CONSTANTINE_AUX,6.50503,36.199,2851.0
261,06X034,SETIF_AUX,5.03721,36.7018,2852.0
262,03X028,SUD_AUX,2.87932,33.7967,2853.0
263,10X081,CENTRE_AUX,3.74925,36.3212,2854.0
265,05X113,SETIF_AUX,6.41534,35.4327,2855.0
267,46X095,TLEMCEN_AUX,-1.38226,35.3016,2673.0
268,16X623,CENTRE_AUX,3.25582,36.7722,2791.0
269,48X016,ORAN_AUX,0.45953,35.7323,2856.0
271,13X156,TLEMCEN_AUX,-1.80994,34.9101,2857.0
272,19X144,SETIF_AUX,5.40818,36.2031,2809.0
273,48X133,ORAN_AUX,0.5654,35.755,2843.0
274,35X029,CENTRE_AUX,3.4003,36.7354,2858.0
275,08X004,SUD_AUX,-2.21542,31.6143,2829.0
278,06X009,SETIF_AUX,5.04326,36.7414,2719.0
279,48X062,ORAN_AUX,0.90656,35.9571,2681.0
280,24X030,CONSTANTINE_AUX,7.32416,36.5917,2859.0
281,05X127,SETIF_AUX,6.30927,35.1405,2860.0
282,35X111,AUXILIARY BL,3.43058,36.7358,2861.0
283,26X025,CENTRE_AUX,3.15875,36.2528,2862.0
284,13X132,TLEMCEN_AUX,-1.74325,34.8493,2692.0
285,29X080,ORAN_AUX,0.33564,35.40965,2736.0
286,07X046,SETIF_AUX,5.70242,34.8527,2816.0
287,23X062,CONSTANTINE_AUX,7.74058,36.8562,2863.0
288,16X493,ALGER_AUX,3.1802,36.7298,2864.0
289,09X177,CENTRE_AUX,2.89367,36.5024,2865.0
290,19X126,SETIF_AUX,5.39286,36.1947,2809.0
291,05X164,SETIF_AUX,6.2522,35.4845,2866.0
294,16X115,ALGER_AUX,3.04406,36.7776,2867.0
295,25X102,CONSTANTINE_AUX,6.62011,36.3687,2764.0
296,16X162,ALGER_AUX,2.88755,36.7539,2868.0
297,31X149,ORAN_AUX,-0.64514,35.7017,2787.0
298,38X003,ORAN_AUX,2.02694,35.8674,2869.0
299,09X060,CENTRE_AUX,3.1614,36.5708,2870.0
300,02X164,ORAN_AUX,1.20875,36.0862,2871.0
302,12X015,CONSTANTINE_AUX,7.88949,35.8669,2872.0
303,48X045,ORAN_AUX,0.82383,35.9252,2873.0
304,05X084,AUXILIARY BL,6.49961,35.3128,2874.0
305,27X001,AUXILIARY BL,0.09525,35.9464,2726.0
306,06X028,AUXILIARY BL,4.69805,36.5269,2714.0
307,21X170,CONSTANTINE_AUX,6.43784,36.7449,2875.0
309,14X021,ORAN_AUX,2.31661,35.2109,2876.0
310,21X029,CONSTANTINE_AUX,6.63848,36.6264,2877.0
311,19X005,SETIF_AUX,5.40311,36.1889,2809.0
312,13X128,TLEMCEN_AUX,-1.32647,34.9352,2878.0
315,25X162,CONSTANTINE_AUX,6.58434,36.4199,2879.0
316,48X103,AUXILIARY BL,0.34919,35.72252,2880.0
317,38X028,ORAN_AUX,1.78706,35.5925,2762.0
319,42X023,CENTRE_AUX,2.24256,36.4947,2881.0
320,06X077,SETIF_AUX,5.03962,36.7441,2719.0
322,19X323,SETIF_AUX,5.44849,36.19905,2809.0
323,26X010,CENTRE_AUX,2.75339,36.2644,2730.0
324,43X031,CONSTANTINE_AUX,6.32368,36.39784,2882.0
326,04X009,CONSTANTINE_AUX,6.69935,35.9251,2793.0
327,07X001,SETIF_AUX,5.72321,34.8521,2816.0
328,34X008,SETIF_AUX,4.74399,36.0839,2752.0
329,19X129,SETIF_AUX,5.84142,36.13584,2883.0
330,15X135,CENTRE_AUX,4.42169,36.892,2807.0
332,16X1062,ALGER_AUX,2.84718,36.68763,2768.0
333,18X093,AUXILIARY BL,6.26993,36.748,2695.0
334,30X103,SUD_AUX,5.26555,31.9528,2818.0
335,18X061,CONSTANTINE_AUX,5.95408,36.6776,2884.0
336,09X059,CENTRE_AUX,2.79635,36.55,2674.0
337,06X012,SETIF_AUX,5.07392,36.7164,2719.0
338,39X003,SUD_AUX,6.8397,33.3736,2885.0
339,34X032,SETIF_AUX,4.77575,36.0735,2752.0
340,25X024,CONSTANTINE_AUX,6.6397,36.3572,2764.0
341,16M31,ALGER_AUX,3.05974,36.7828,2886.0
342,15X037,AUXILIARY BL,4.47955,36.6165,2887.0
343,19X071,SETIF_AUX,5.34007,36.1096,2888.0
345,14X036,ORAN_AUX,1.31119,35.3612,2740.0
346,15X260,CENTRE_AUX,3.89577,36.4888,2889.0
347,19X128,SETIF_AUX,4.85851,36.4414,2890.0
348,28X171,SETIF_AUX,4.20641,35.221,2713.0
349,24X031,CONSTANTINE_AUX,7.28544,36.4156,2891.0
352,35X002,CENTRE_AUX,3.31341,36.6579,2741.0
353,09X127,CENTRE_AUX,2.84962,36.492,2757.0
354,02X010,ORAN_AUX,1.129,36.0659,2892.0
355,10X083,CENTRE_AUX,3.81914,36.3912,2893.0
356,21X038,CONSTANTINE_AUX,7.07795,36.6616,2894.0
357,02X186,ORAN_AUX,1.31178,36.147,2895.0
359,05X005,SETIF_AUX,6.17543,35.5368,2784.0
360,06X053,SETIF_AUX,5.24614,36.638,2896.0
361,19X233,SETIF_AUX,5.33771,36.1767,2897.0
362,29X039,ORAN_AUX,0.07308,35.5819,2898.0
363,40X004,CONSTANTINE_AUX,7.14968,35.4263,2729.0
364,19X032,SETIF_AUX,5.29411,35.9266,2819.0
365,16X148,ALGER_AUX,3.07031,36.7029,2811.0
366,15X093,CENTRE_AUX,4.13718,36.8878,2899.0
367,36X055,CONSTANTINE_AUX,8.37862,36.7833,2900.0
369,14X135,ORAN_AUX,1.49984,35.1807,2707.0
370,46X108,TLEMCEN_AUX,-1.0991,35.3394,2901.0
371,44X120,CENTRE_AUX,1.67234,36.2159,2847.0
372,31X134,ORAN_AUX,-0.60447,35.6857,2787.0
373,21X064,CONSTANTINE_AUX,6.91347,36.8647,2754.0
374,18X039,CONSTANTINE_AUX,5.84237,36.8026,2902.0
375,08X010,SUD_AUX,-2.42847,31.5564,2903.0
376,23X110,CONSTANTINE_AUX,7.74443,36.8936,2731.0
377,16X391,ALGER_AUX,3.2219,36.7112,2904.0
378,21X124,CONSTANTINE_AUX,6.94041,36.7737,2905.0
379,19X108,SETIF_AUX,5.66573,35.8901,2906.0
380,36X012,CONSTANTINE_AUX,7.7403,36.7538,2907.0
381,45X051,SUD_AUX,-0.59006,32.7503,2908.0
382,44X124,CENTRE_AUX,2.16569,36.2652,2909.0
383,07X098,SETIF_AUX,5.74733,34.8627,2816.0
384,06X125,SETIF_AUX,5.04709,36.752,2719.0
385,28X010,SETIF_AUX,3.78566,35.8815,2910.0
386,26X152,CENTRE_AUX,3.30568,36.2264,2911.0
387,19X007,SETIF_AUX,5.40966,36.19525,2809.0
389,23X148,CONSTANTINE_AUX,7.7624,36.9009,2731.0
390,48X009,ORAN_AUX,0.83183,35.93,2873.0
391,31X722,ORAN_AUX,-0.60126,35.67554,2802.0
392,35X118,AUXILIARY BL,3.85746,36.856,2912.0
393,09X004,CENTRE_AUX,2.8632,36.5005,2913.0
394,18X078,CONSTANTINE_AUX,5.9358,36.6985,2884.0
395,37X006,SUD_AUX,-8.12811,27.6487,2914.0
396,02X026,ORAN_AUX,1.55194,36.11111,2915.0
397,42X115,CENTRE_AUX,2.3911,36.5375,2744.0
398,02X025,ORAN_AUX,1.39936,36.0638,2799.0
399,06X110,SETIF_AUX,4.63392,36.4744,2916.0
400,10X018,CENTRE_AUX,3.59551,36.566,2917.0
401,02X246,ORAN_AUX,1.19687,36.4226,2918.0
402,16X069,ALGER_AUX,3.06812,36.7423,2919.0
403,10X001,CENTRE_AUX,3.90993,36.3707,2920.0
405,13X288,AUXILIARY BL,-1.3506,34.9102,2745.0
408,16X514,ALGER_AUX,3.17594,36.7234,2864.0
409,14X076,AUXILIARY BL,1.3395,35.3646,2740.0
411,02X089,ORAN_AUX,1.42359,36.2574,2921.0
412,48X129,ORAN_AUX,0.85081,36.1103,2922.0
413,41X021,CONSTANTINE_AUX,7.93759,36.2789,2806.0
414,18X111,CONSTANTINE_AUX,5.90488,36.7882,2923.0
415,28X028,SETIF_AUX,4.52977,35.7166,2699.0
416,48X054,ORAN_AUX,0.95147,35.825,2924.0
417,16X204,ALGER_AUX,3.05311,36.7272,2805.0
418,44X117,CENTRE_AUX,2.07474,36.2013,2925.0
419,48X059,ORAN_AUX,0.81081,35.7721,2926.0
421,16X378,AUXILIARY BL,2.97284,36.6972,2782.0
422,02X070,ORAN_AUX,1.30536,36.1421,2895.0
423,13X038,TLEMCEN_AUX,-1.76692,35.0446,2927.0
424,48X042,ORAN_AUX,0.87644,36.1291,2928.0
425,48X022,ORAN_AUX,0.5764,35.7105,2843.0
426,15X032,CENTRE_AUX,4.23624,36.8033,2929.0
427,25X208,CONSTANTINE_AUX,6.60833,36.3626,2764.0
428,31X070,ORAN_AUX,-0.46542,35.7309,2792.0
429,10X016,AUXILIARY BL,4.2682,36.3622,2930.0
430,23X071,CONSTANTINE_AUX,7.75563,36.8944,2731.0
431,16X036,ALGER_AUX,3.0301,36.7659,2931.0
432,19X137,SETIF_AUX,4.90227,36.5187,2932.0
433,42X153,CENTRE_AUX,2.5541,36.5162,2738.0
434,40X005,CONSTANTINE_AUX,6.92631,35.494,2933.0
435,26X044,CENTRE_AUX,2.73789,36.2757,2730.0
436,28X040,SETIF_AUX,4.53372,35.7098,2699.0
437,44X141,CENTRE_AUX,2.2959,36.2493,2934.0
438,31X085,ORAN_AUX,-0.66225,35.6862,2787.0
439,42X173,CENTRE_AUX,2.7974,36.6646,2935.0
440,40X058,CONSTANTINE_AUX,7.12524,35.4398,2729.0
441,28X004,SETIF_AUX,4.17827,35.2135,2713.0
442,30X072,AUXILIARY BL,6.07252,33.0967,2936.0
443,36X038,CONSTANTINE_AUX,7.84197,36.7044,2937.0
444,23X161,AUXILIARY BL,7.78481,36.8587,2863.0
445,05X184,SETIF_AUX,6.17666,35.5469,2784.0
446,25X149,CONSTANTINE_AUX,6.60635,36.3603,2764.0
447,06X253,AUXILIARY BL,5.04041,36.7553,2719.0
448,31X038,ORAN_AUX,-0.62967,35.6969,2787.0
449,16X412,ALGER_AUX,2.95642,36.7669,2938.0
450,17X015,SUD_AUX,2.52561,34.4484,2939.0
451,01X010,SUD_AUX,-0.29837,27.87388,2940.0
452,47X026,SUD_AUX,3.62663,32.2806,2941.0
453,31X103,ORAN_AUX,-0.63508,35.6892,2787.0
455,31X408,ORAN_AUX,-0.59214,35.7227,2787.0
456,29X051,AUXILIARY BL,0.14142,35.39794,2724.0
457,16X394,ALGER_AUX,3.23724,36.7208,2904.0
458,39X066,SUD_AUX,6.8692,33.3926,2885.0
459,02X012,ORAN_AUX,1.26917,36.2078,2942.0
460,15X074,CENTRE_AUX,4.06397,36.7023,2683.0
462,13X294,TLEMCEN_AUX,-1.73856,34.8521,2692.0
463,04X016,CONSTANTINE_AUX,6.78538,36.1214,2943.0
464,44X070,CENTRE_AUX,1.67639,36.2267,2847.0
465,29X082,ORAN_AUX,0.20398,35.6829,2944.0
466,14X080,AUXILIARY BL,1.04045,35.0673,2763.0
467,28X033,SETIF_AUX,4.08778,34.9872,2945.0
468,39X033,SUD_AUX,6.89058,33.3261,2946.0
469,35X053,CENTRE_AUX,3.62106,36.7201,2947.0
470,24X003,AUXILIARY BL,7.43181,36.461,2786.0
471,03X027,SUD_AUX,2.85789,33.817,2853.0
472,21X092,CONSTANTINE_AUX,6.55739,37.0023,2948.0
473,28X080,SETIF_AUX,4.15595,34.8525,2949.0
474,10X073,CENTRE_AUX,4.32851,36.3612,2950.0
475,15X023,CENTRE_AUX,4.05755,36.5094,2951.0
477,09X219,CENTRE_AUX,3.1341,36.5562,2952.0
478,05X215,SETIF_AUX,6.1348,35.5516,2784.0
479,12X044,CONSTANTINE_AUX,7.88353,35.8652,2872.0
480,48X004,ORAN_AUX,0.56336,35.7284,2843.0
481,15X061,CENTRE_AUX,4.00947,36.5933,2953.0
482,32X010,SUD_AUX,1.2061,33.38,2954.0
483,01X001,SUD_AUX,-0.28339,27.875,2940.0
484,34X013,SETIF_AUX,5.03255,35.9455,2682.0
485,09X003,CENTRE_AUX,2.86024,36.522,2846.0
486,25X168,CONSTANTINE_AUX,6.63627,36.4527,2955.0
487,16X375,ALGER_AUX,2.91341,36.7898,2956.0
490,17X012,SUD_AUX,3.36074,35.35,2957.0
491,02X201,ORAN_AUX,1.2565,36.1838,2942.0
492,24X092,AUXILIARY BL,7.15567,36.3141,2679.0
493,25X005,CONSTANTINE_AUX,6.5911,36.33,2764.0
494,39X062,SUD_AUX,6.7456,33.5952,2958.0
496,19X153,SETIF_AUX,5.51472,36.1915,2959.0
498,25X009,CONSTANTINE_AUX,6.61355,36.3677,2764.0
499,21X063,CONSTANTINE_AUX,6.91194,36.8759,2754.0
500,32X002,SUD_AUX,0.08894,34.0366,2960.0
502,09X110,CENTRE_AUX,2.81553,36.4693,2757.0
503,30X049,SUD_AUX,6.05358,31.7034,2828.0
505,34X118,SETIF_AUX,4.75443,36.0727,2752.0
506,06X267,SETIF_AUX,4.5242,36.4594,2961.0
507,04X044,AUXILIARY BL,7.39286,35.8002,2733.0
508,27X127,ORAN_AUX,0.19086,35.7799,2836.0
509,03X001,AUXILIARY BL,3.27861,32.9527,2962.0
510,16X471,ALGER_AUX,3.05065,36.7439,2963.0
512,16X1058,ALGER_AUX,3.22742,36.7617,2791.0
513,44X021,CENTRE_AUX,2.22528,36.3122,2788.0
515,31X504,AUXILIARY BL,-0.56559,35.6983,2723.0
