,BTS,GROUPE,X,Y,commune_id
20857,16X491,CENTRE_AUX,3.18157,36.6628,3014.0
20875,16X711,AUXILIARY BL,3.23728,36.7819,2774.0
20877,31X249,ORAN_AUX,-0.64789,35.7028,2787.0
20893,48X042,AUXILIARY BL,0.87644,36.12906,2928.0
20903,27X182,AUXILIARY BL,0.17501,35.9253,3295.0
20906,04X102,AUXILIARY BL,6.73934,35.9348,3519.0
20912,04X111,CONSTANTINE_AUX,6.70348,35.9264,2793.0
20913,16X914,AUXILIARY BL,3.2384,36.7346,2904.0
20926,28X058,SETIF_AUX,4.62231,35.6948,3844.0
20939,39X021,AUXILIARY BL,7.51875,33.7305,3223.0
20941,31M26,ORAN_AUX,-0.77225,35.7455,2780.0
20944,16X845,ALGER_AUX,3.06494,36.746,2919.0
20979,16X518,ALGER_AUX,3.22113,36.7213,2904.0
21020,16X309,AUXILIARY BL,3.08608,36.7224,2691.0
21027,26X081,AUXILIARY BL,2.89589,36.00339,3255.0
21029,48X058,ORAN_AUX,0.77795,35.6487,3845.0
21030,16X734,CENTRE_AUX,3.00368,36.7058,2965.0
21036,31X427,ORAN_AUX,-0.54081,35.7259,2833.0
21044,25X113,CONSTANTINE_AUX,6.88146,36.3767,3016.0
21066,19X060,SETIF_AUX,5.075,36.3976,3846.0
21069,25X022,CONSTANTINE_AUX,6.38026,36.3822,2742.0
21072,12X082,CONSTANTINE_AUX,7.75594,35.2623,3354.0
21077,42X005,AUXILIARY BL,2.61091,36.6045,3173.0
21083,16X082,AUXILIARY BL,2.906,36.6799,3318.0
21084,17X014,ALGER_AUX,3.49031,34.89679,2968.0
21085,16X844,ALGER_AUX,3.19692,36.7351,2791.0
21118,16X059,AUXILIARY BL,3.01336,36.7922,3081.0
21123,16X432,ALGER_AUX,2.96289,36.7207,3066.0
21134,16X1114,ALGER_AUX,3.22831,36.7111,2904.0
21135,02X030,ORAN_AUX,1.52477,36.18032,2824.0
21158,16X570,ALGER_AUX,2.97462,36.7732,3166.0
21161,16X252,AUXILIARY BL,3.05393,36.7586,2966.0
21167,16X192,ALGER_AUX,3.095,36.73708,2725.0
21199,16M25,AUXILIARY BL,3.05393,36.7586,2966.0
21221,15X132,AUXILIARY BL,4.33801,36.5447,3059.0
21225,10X011,CENTRE_AUX,3.71535,36.4909,3528.0
21235,16X1011,ALGER_AUX,3.3041,36.7914,2717.0
21236,31X019,AUXILIARY BL,-0.59869,35.71125,2787.0
21237,04X011,AUXILIARY BL,7.66525,35.62935,3489.0
21242,13X187,AUXILIARY BL,-1.09281,34.9929,3239.0
21244,45X032,SUD_AUX,-0.42583,32.7709,3847.0
21267,48X023,AUXILIARY BL,0.74486,36.12711,3030.0
21279,16X234,AUXILIARY BL,3.05544,36.7689,2838.0
21280,03X077,AUXILIARY BL,2.8736,33.8115,2853.0
21286,16M26,ALGER_AUX,3.0987,36.743,2725.0
21303,12X100,AUXILIARY BL,8.1201,35.40936,2697.0
21309,12X100,ORAN_AUX,8.1201,35.4094,2697.0
21319,10X023,AUXILIARY BL,4.00788,36.3237,3629.0
21339,02X090,ORAN_AUX,0.94746,36.2107,3033.0
21340,02X040,ALGER_AUX,1.33569,36.1499,2895.0
21343,06X154,AUXILIARY BL,4.85162,36.6757,2964.0
21357,15X109,CENTRE_AUX,4.4734,36.8699,2807.0
21367,02X022,AUXILIARY BL,1.42783,36.3535,3228.0
21391,26X143,CENTRE_AUX,2.90404,36.0708,3738.0
21392,24X069,CONSTANTINE_AUX,7.11698,36.0928,3385.0
21394,13X006,AUXILIARY BL,-1.31744,34.8793,2745.0
21398,31X508,ORAN_AUX,-0.54321,35.74254,2833.0
21403,31X084,ORAN_AUX,-0.64903,35.67611,2787.0
21406,42X065,AUXILIARY BL,2.33417,36.5623,3079.0
21407,29X160,ORAN_AUX,-0.0074,35.4573,3675.0
21409,16X520,ALGER_AUX,3.11834,36.6703,2834.0
21410,21X068,CONSTANTINE_AUX,6.44512,36.8365,2875.0
21412,05X001,SETIF_AUX,6.17826,35.561,2784.0
21425,09X162,CENTRE_AUX,2.6303,36.4708,2814.0
21430,19X230,AUXILIARY BL,5.43801,36.1466,2809.0
21444,31X137,ORAN_AUX,-0.62883,35.6704,2802.0
21447,25X193,CONSTANTINE_AUX,6.6258,36.32912,2764.0
21456,16X721,AUXILIARY BL,3.18039,36.7333,2864.0
21459,02X109,AUXILIARY BL,1.09444,36.4914,3351.0
21473,02M19,ORAN_AUX,0.9733,36.1627,3033.0
21481,19X128,AUXILIARY BL,4.85851,36.4414,2890.0
21486,14X061,AUXILIARY BL,1.60022,35.4426,3076.0
21506,09X111,AUXILIARY BL,2.8525,36.507,2846.0
21510,29X081,AUXILIARY BL,0.01332,35.6523,3562.0
21516,31X378,ORAN_AUX,-0.59585,35.6875,2787.0
21521,16X035,ALGER_AUX,2.98278,36.7814,3166.0
21522,06X142,AUXILIARY BL,5.24072,36.6324,2896.0
21531,23X109,CONSTANTINE_AUX,7.75403,36.9053,2731.0
21551,02X169,AUXILIARY BL,1.23698,36.4225,2918.0
21554,16X296,ALGER_AUX,3.04262,36.7618,2931.0
21557,43X024,CONSTANTINE_AUX,6.17544,36.17166,2998.0
21561,28X134,SETIF_AUX,4.39469,35.9365,3095.0
21562,23M19,AUXILIARY BL,7.75821,36.8981,2731.0
21573,23X165,AUXILIARY BL,7.73178,36.9137,2731.0
21575,05X189,SETIF_AUX,6.04439,35.1651,3244.0
21590,14X052,AUXILIARY BL,1.32052,35.371,2740.0
21608,35X148,AUXILIARY BL,3.24634,36.67203,2753.0
21610,28X152,SETIF_AUX,3.88731,35.6772,2735.0
21621,19X315,AUXILIARY BL,7.70978,36.39057,3164.0
21637,25X127,AUXILIARY BL,6.6079,36.3445,2764.0
21638,44X137,CENTRE_AUX,1.7161,36.2259,2847.0
21641,31X342,ORAN_AUX,-0.70711,35.7298,3084.0
21652,23X020,AUXILIARY BL,7.73436,36.8864,2731.0
21658,13X129,ORAN_AUX,-1.33133,34.9269,2745.0
21670,12X099,CONSTANTINE_AUX,8.10768,35.404,2697.0
21684,11X008,SUD_AUX,5.15083,23.6908,3848.0
21686,16M21,AUXILIARY BL,3.0583,36.79047,3127.0
21690,19X032,CONSTANTINE_AUX,5.29411,35.9266,2819.0
21697,04X026,CONSTANTINE_AUX,7.54615,35.46268,3286.0
21699,25X084,CONSTANTINE_AUX,6.63028,36.31495,2764.0
21707,05X078,AUXILIARY BL,6.16114,35.5366,2784.0
21722,05X176,SETIF_AUX,6.17968,35.5575,2784.0
21728,15X017,CENTRE_AUX,4.15164,36.6613,3700.0
21732,27X022,AUXILIARY BL,0.16714,35.9809,3295.0
21735,15X174,AUXILIARY BL,4.26254,36.5723,3491.0
21752,02X210,CENTRE_AUX,1.57359,36.5298,3216.0
21764,17X014,SUD_AUX,3.49031,34.89679,2968.0
21765,13X219,TLEMCEN_AUX,-1.37614,35.04831,3517.0
21774,16X877,AUXILIARY BL,2.94401,36.7168,2760.0
21777,07X149,SETIF_AUX,5.36131,34.7327,2826.0
21779,05X003,SETIF_AUX,6.16814,35.54751,2784.0
21783,25X026,CONSTANTINE_AUX,6.63612,36.3704,2764.0
21798,34X057,SETIF_AUX,4.77403,36.0661,2752.0
21802,16X811,AUXILIARY BL,3.1509,36.6651,3014.0
21807,46X025,AUXILIARY BL,-1.13967,35.3139,2993.0
21821,14X038,AUXILIARY BL,1.75969,35.43019,3026.0
21830,27X136,ORAN_AUX,0.11139,35.975,2726.0
21835,27X100,ORAN_AUX,0.08923,35.9306,2726.0
21836,09X270,CENTRE_AUX,2.9531,36.53225,3158.0
21844,35X204,CENTRE_AUX,3.327,36.6494,2741.0
21870,16X1520,ALGER_AUX,2.90978,36.7919,2956.0
21872,16X1188,ALGER_AUX,3.15446,36.65616,3014.0
21873,43X001,AUXILIARY BL,6.26117,36.4442,2991.0
21877,16X1083,ALGER_AUX,3.05085,36.7768,2838.0
21878,05X087,SETIF_AUX,6.19839,35.2559,3849.0
21894,35X139,CENTRE_AUX,3.74207,36.6825,3098.0
21901,15X166,CENTRE_AUX,4.35911,36.8635,2807.0
21902,35X126,AUXILIARY BL,3.7191,36.7438,3125.0
21917,48X089,AUXILIARY BL,0.82243,35.9296,2873.0
21918,16X167,CENTRE_AUX,2.99522,36.75164,2716.0
21921,39X045,SUD_AUX,6.22576,34.1085,3850.0
21926,42X033,CENTRE_AUX,2.41703,36.50636,2744.0
21930,06X038,AUXILIARY BL,4.9146,36.7479,3012.0
21941,14X152,AUXILIARY BL,1.31305,35.3711,2740.0
21947,27X092,ORAN_AUX,0.17514,35.7888,2836.0
21950,06X013,SETIF_AUX,5.16766,36.6658,3221.0
21956,33X006,AUXILIARY BL,9.5773,28.0497,3663.0
21960,40X005,AUXILIARY BL,6.92631,35.494,2933.0
21961,31X087,ORAN_AUX,-0.58548,35.7024,2833.0
21963,17X045,AUXILIARY BL,3.26637,34.6643,2703.0
21964,31X046,ORAN_AUX,-0.26925,35.80708,2969.0
21975,31X144,AUXILIARY BL,-0.59077,35.7102,2833.0
21981,41X006,AUXILIARY BL,7.83414,36.3584,3283.0
21992,05X187,AUXILIARY BL,6.36856,35.2567,3352.0
22015,31X479,AUXILIARY BL,-0.90168,35.57473,3017.0
22017,16X576,ALGER_AUX,2.99147,36.75859,2716.0
22022,31X050,TLEMCEN_AUX,-0.17697,35.7903,3118.0
22023,13X010,TLEMCEN_AUX,-1.3276,34.8689,3008.0
22030,09X065,ALGER_AUX,3.0831,36.5719,3082.0
22037,26X033,SUD_AUX,2.74778,35.8869,2812.0
22050,35X074,CENTRE_AUX,3.81109,36.6736,3851.0
22052,05X091,AUXILIARY BL,5.56773,35.4369,3670.0
22057,30X092,SUD_AUX,6.06333,31.708,2828.0
22058,13X017,AUXILIARY BL,-1.72711,34.9012,2857.0
22077,28X166,SETIF_AUX,4.16857,35.24936,2713.0
22079,23X147,CONSTANTINE_AUX,7.74652,36.8527,2863.0
22084,32X056,AUXILIARY BL,1.25835,33.0981,3281.0
22098,31X234,ORAN_AUX,-0.76089,35.7436,2780.0
22101,16X551,AUXILIARY BL,3.10788,36.6664,2834.0
22122,23X247,CONSTANTINE_AUX,7.6073,36.8128,2863.0
22126,06X164,AUXILIARY BL,5.28242,36.4894,3269.0
22127,44X199,CENTRE_AUX,1.91484,36.20229,3852.0
22140,15M09,CENTRE_AUX,3.95257,36.5431,3159.0
22141,43X066,CONSTANTINE_AUX,5.98547,36.12111,3266.0
22142,24X036,AUXILIARY BL,7.52964,36.3686,3189.0
22155,16M36,ALGER_AUX,3.05735,36.7721,2838.0
22158,16X854,ALGER_AUX,3.3438,36.7328,2796.0
22159,32X066,AUXILIARY BL,0.64523,33.8507,3582.0
22177,16X678,ALGER_AUX,3.19206,36.7472,2791.0
22178,14X071,AUXILIARY BL,1.36611,35.38436,2740.0
22179,06X166,AUXILIARY BL,4.67743,36.6104,3647.0
22192,05X028,SETIF_AUX,5.9947,35.8634,3327.0
22196,31X036,ORAN_AUX,-0.6185,35.7054,2787.0
22202,31X375,ORAN_AUX,-0.49315,35.6918,3077.0
22211,31X207,AUXILIARY BL,-0.6135,35.70789,2787.0
22225,43X031,AUXILIARY BL,6.32368,36.3978,2882.0
22236,31X157,ORAN_AUX,-0.64998,35.693,2787.0
22242,39X034,SUD_AUX,6.95872,33.2603,3853.0
22243,23X047,CONSTANTINE_AUX,7.75311,36.9263,2731.0
22247,16X511,ALGER_AUX,2.96083,36.76763,2938.0
22248,48X115,AUXILIARY BL,0.90378,35.9614,2681.0
22252,46X037,TLEMCEN_AUX,-1.13983,35.5823,3820.0
22270,02X212,ORAN_AUX,1.32193,36.1401,2895.0
22276,06X257,AUXILIARY BL,5.22631,36.4164,3185.0
22295,27X139,ORAN_AUX,0.34323,36.0003,3613.0
22309,16X946,ALGER_AUX,2.97341,36.7818,3166.0
22317,19X042,AUXILIARY BL,5.40667,36.2822,2772.0
22318,21X071,CONSTANTINE_AUX,6.90468,36.8588,2754.0
22319,05X068,AUXILIARY BL,5.91184,35.6286,3064.0
22320,31X023,ORAN_AUX,-0.58011,35.61164,3338.0
22337,42X142,CENTRE_AUX,2.77193,36.5989,3096.0
22339,33X006,CENTRE_AUX,9.5773,28.0497,3663.0
22359,31X637,ORAN_AUX,-0.53736,35.75037,2833.0
22361,26X156,CENTRE_AUX,2.7374,36.2806,2730.0
22362,31X239,ORAN_AUX,-0.73975,35.6124,3248.0
22376,45X030,SETIF_AUX,-0.28855,33.5436,2770.0
22381,29X083,AUXILIARY BL,0.21437,35.6308,3222.0
22387,30X028,SUD_AUX,6.06561,31.7021,2828.0
22390,23X030,CONSTANTINE_AUX,7.675,36.9115,3854.0
22391,21X028,CONSTANTINE_AUX,6.92288,36.8561,3578.0
22402,44X150,CENTRE_AUX,2.51149,36.3079,3333.0
22406,09X021,CENTRE_AUX,2.73295,36.4571,3010.0
22409,35X089,CENTRE_AUX,3.37096,36.68313,3172.0
22414,03X078,AUXILIARY BL,2.10423,34.1089,3206.0
22419,14X107,ORAN_AUX,1.76567,35.4282,3026.0
22422,16X646,ALGER_AUX,3.24124,36.78108,2774.0
22434,45X055,AUXILIARY BL,-0.312,33.2797,2749.0
22437,02X062,ALGER_AUX,1.09943,36.4166,3237.0
22477,10X012,SETIF_AUX,3.69842,36.1395,2976.0
22503,31X309,AUXILIARY BL,-0.5673,35.74721,2787.0
22506,25X310,CONSTANTINE_AUX,6.5609,36.2565,2708.0
22517,48X077,ORAN_AUX,0.88172,36.1255,2928.0
22522,15X074,ALGER_AUX,4.06397,36.7023,2683.0
22539,40X026,CONSTANTINE_AUX,7.21482,35.3699,3308.0
22545,10X087,AUXILIARY BL,3.59828,36.5746,2917.0
22551,16X579,AUXILIARY BL,3.09133,36.728,2691.0
22559,07X044,SUD_AUX,5.37523,34.7355,2826.0
22585,26X150,AUXILIARY BL,2.90307,36.00114,3255.0
22599,09X015,CENTRE_AUX,2.7874,36.55589,2674.0
22609,27X048,TLEMCEN_AUX,0.37242,35.9291,3535.0
22615,25X014,AUXILIARY BL,6.61313,36.3649,2764.0
22655,02X144,AUXILIARY BL,1.24083,36.2323,2983.0
22661,16X502,AUXILIARY BL,3.0616,36.7339,2805.0
22670,16X1060,SUD_AUX,2.87094,36.6907,2768.0
22673,28X052,AUXILIARY BL,4.16577,35.2034,2713.0
22683,20X909,TLEMCEN_AUX,0.14394,34.8465,2841.0
22691,20X011,AUXILIARY BL,0.15468,34.8267,2841.0
22700,31X106,ORAN_AUX,-0.6537,35.6685,2787.0
22701,06X171,SETIF_AUX,4.6026,36.5402,3493.0
22708,09X077,AUXILIARY BL,2.80055,36.4833,2757.0
22709,39X041,SUD_AUX,7.01575,33.5833,3558.0
22726,36X049,CONSTANTINE_AUX,8.17431,36.5242,3181.0
22733,05X155,SETIF_AUX,5.45334,35.7007,3855.0
22738,20X041,TLEMCEN_AUX,-0.07522,34.8923,3856.0
22758,31X119,ORAN_AUX,-0.64203,35.6971,2787.0
22765,02M17,ORAN_AUX,1.12643,36.0669,2892.0
22774,18X088,AUXILIARY BL,5.77373,36.7612,3291.0
22778,43X113,CONSTANTINE_AUX,5.94385,36.4053,2830.0
22782,16X581,AUXILIARY BL,2.98458,36.72,3066.0
22803,16X058,AUXILIARY BL,2.99836,36.6484,2685.0
22806,16X592,ALGER_AUX,3.0345,36.7481,3117.0
22814,43X092,CONSTANTINE_AUX,6.3202,36.4267,2882.0
22816,09X023,CENTRE_AUX,3.08967,36.54044,3082.0
22820,48X070,ORAN_AUX,0.8009,35.6734,3857.0
22829,31X384,AUXILIARY BL,-0.56572,35.7296,2833.0
22833,21X091,AUXILIARY BL,6.63979,36.8408,3176.0
22836,29X062,AUXILIARY BL,0.15175,35.4067,2724.0
22839,31X043,AUXILIARY BL,-0.38039,35.7935,3443.0
22852,05X143,SETIF_AUX,6.2987,35.2083,3858.0
22856,09X067,CENTRE_AUX,3.0893,36.5326,3082.0
22860,18X085,AUXILIARY BL,5.81225,36.7743,3291.0
22871,14X025,AUXILIARY BL,1.20564,35.1749,3367.0
22896,24X070,AUXILIARY BL,7.4399,36.44547,2786.0
22917,05X156,SETIF_AUX,6.03083,35.6282,3052.0
22925,21X156,CONSTANTINE_AUX,6.67856,36.6786,2877.0
22931,23X162,AUXILIARY BL,7.64145,36.7533,2823.0
22943,16X857,ALGER_AUX,3.14431,36.66647,3014.0
22962,16X549,ALGER_AUX,3.05944,36.7278,2805.0
22965,16X715,CENTRE_AUX,3.1712,36.7397,3157.0
22967,18X024,AUXILIARY BL,5.97258,36.8267,3175.0
22972,42X017,CENTRE_AUX,2.47725,36.49453,3306.0
22975,13X107,AUXILIARY BL,-1.33212,34.8905,2745.0
22986,16X598,AUXILIARY BL,3.36014,36.7441,2796.0
22987,19X391,SETIF_AUX,5.6723,36.11895,3672.0
23001,31X431,AUXILIARY BL,-0.64683,35.68156,2787.0
23006,31X273,ORAN_AUX,-0.31139,35.8551,3272.0
23011,19X205,SETIF_AUX,5.11446,36.2448,3859.0
23019,44X071,AUXILIARY BL,1.68217,36.214,2847.0
23022,08G03,SUD_AUX,-2.21729,31.61002,2829.0
23027,02X207,ORAN_AUX,1.20346,36.0822,2871.0
23028,16X671,ALGER_AUX,3.2616,36.8002,2717.0
23029,10X024,ALGER_AUX,4.06708,36.0795,3610.0
23038,25X026,AUXILIARY BL,6.63612,36.3704,2764.0
23039,10X013,AUXILIARY BL,3.76071,36.47836,3528.0
23047,40X015,ORAN_AUX,7.14819,35.4158,2729.0
23070,28X015,SETIF_AUX,4.88604,35.6693,3243.0
23080,11X001,SUD_AUX,5.44742,22.81655,3104.0
23081,35X133,AUXILIARY BL,3.55626,36.7261,2720.0
23086,31X428,ORAN_AUX,-0.43201,35.7775,3038.0
23093,12X115,CONSTANTINE_AUX,8.06037,34.7329,3182.0
23096,42X046,ALGER_AUX,2.35508,36.6417,2766.0
23104,02X011,ORAN_AUX,1.25161,36.12947,2871.0
23117,38X013,AUXILIARY BL,1.81472,35.5973,2762.0
23128,10X034,AUXILIARY BL,4.15468,36.3289,2704.0
23132,43X051,AUXILIARY BL,6.29382,36.2513,3268.0
23167,16X551,AUXILIARY BL,3.10788,36.66638,2834.0
23175,01X005,AUXILIARY BL,-0.28544,27.8857,2940.0
23192,23X055,CONSTANTINE_AUX,7.4907,36.8802,2800.0
23201,04X176,CONSTANTINE_AUX,7.12475,35.8801,2711.0
23202,44X047,CENTRE_AUX,2.22122,36.2927,2788.0
23208,16X175,CENTRE_AUX,3.3502,36.7386,2796.0
23217,24X054,CONSTANTINE_AUX,7.52491,36.2712,3822.0
23243,09X136,CENTRE_AUX,3.09161,36.5517,3082.0
23260,31X726,ORAN_AUX,-0.56145,35.70454,2833.0
23272,19X100,AUXILIARY BL,5.53586,35.934,3328.0
23279,16X650,CENTRE_AUX,2.9059,36.6105,3049.0
23280,16X302,ALGER_AUX,3.04711,36.7886,3127.0
23287,04X134,CONSTANTINE_AUX,7.00642,35.9131,2711.0
23293,20X034,SUD_AUX,0.15161,34.8326,2841.0
23299,44X066,CENTRE_AUX,1.95319,36.251,2743.0
23307,44X144,AUXILIARY BL,1.85725,36.3117,3202.0
23325,05X085,AUXILIARY BL,5.37333,35.31015,2709.0
23330,40X050,AUXILIARY BL,7.13122,35.41089,2729.0
23337,16X413,CENTRE_AUX,2.94318,36.7474,2938.0
23341,32X002,TLEMCEN_AUX,0.08894,34.0366,2960.0
23343,26M07,CENTRE_AUX,2.76467,36.2628,2730.0
23381,25X292,CONSTANTINE_AUX,6.61598,36.314,2764.0
23387,46X129,AUXILIARY BL,-1.14359,35.3113,2993.0
23389,05X190,SETIF_AUX,6.20914,35.5933,3227.0
23395,15X048,AUXILIARY BL,4.03813,36.6958,2683.0
23404,25X157,AUXILIARY BL,6.5746,36.2586,2693.0
23405,11X010,AUXILIARY BL,6.26479,23.4232,3860.0
23406,19X200,AUXILIARY BL,5.6662,36.1723,2986.0
23407,17X066,CENTRE_AUX,3.22179,35.6303,2722.0
23408,31X560,ORAN_AUX,-0.89755,35.57346,3017.0
23419,16X741,CENTRE_AUX,3.00429,36.6732,3144.0
23426,10X020,ALGER_AUX,3.4281,36.4334,3508.0
23429,32X052,AUXILIARY BL,0.54544,32.90282,3233.0
23440,02x00,AUXILIARY BL,1.33156,36.164,2895.0
23448,42X040,CENTRE_AUX,2.71003,36.6376,3109.0
23450,09X059,CENTRE_AUX,2.79635,36.54997,2674.0
23453,05X139,SETIF_AUX,6.13028,35.222,3861.0
23470,16X205,AUXILIARY BL,3.08071,36.7301,2691.0
23485,20X007,AUXILIARY BL,0.478,34.9882,3293.0
23486,13X109,AUXILIARY BL,-1.71647,34.85344,2692.0
23490,05X164,SETIF_AUX,6.2522,35.48448,2866.0
23500,16X504,AUXILIARY BL,2.96071,36.76,2938.0
23505,16X1039,AUXILIARY BL,2.93902,36.7115,2760.0
23518,43X052,AUXILIARY BL,6.28189,36.2516,3268.0
23525,27X149,AUXILIARY BL,0.07909,35.9177,2726.0
23554,09X041,AUXILIARY BL,2.9133,36.573,3106.0
23557,10X023,CENTRE_AUX,4.00788,36.32365,3629.0
23566,02X132,ORAN_AUX,1.29206,36.13725,2895.0
23569,30X092,ALGER_AUX,6.06333,31.708,2828.0
23572,19X197,SETIF_AUX,5.10177,36.5153,3547.0
23583,16X838,AUXILIARY BL,2.9675,36.69,2782.0
23590,16X690,ALGER_AUX,3.05667,36.7687,2966.0
23593,25X054,CONSTANTINE_AUX,6.69682,36.53286,2971.0
23596,16X204,TLEMCEN_AUX,3.05311,36.7272,2805.0
23599,16X584,AUXILIARY BL,3.08966,36.6733,2834.0
23609,17X032,SUD_AUX,3.59194,34.1801,3862.0
23611,35X108,AUXILIARY BL,3.89804,36.9167,3304.0
23614,16X792,AUXILIARY BL,2.9639,36.8118,3044.0
23630,05X007,SUD_AUX,6.15169,35.5551,2784.0
23641,43X088,SUD_AUX,6.34016,36.5113,3360.0
23672,23X203,AUXILIARY BL,7.72867,36.90531,2731.0
23676,16X782,AUXILIARY BL,3.11325,36.7184,2808.0
23680,14X171,AUXILIARY BL,1.36811,35.3866,2740.0
23688,16M25,ALGER_AUX,3.09037,36.7369,2691.0
23690,04X110,CONSTANTINE_AUX,7.37456,35.7928,2733.0
23702,16X1675,CENTRE_AUX,2.79249,36.67471,3863.0
23705,17X087,SUD_AUX,3.27245,34.66322,2703.0
23708,06X196,SETIF_AUX,4.7147,36.6121,3864.0
23718,20X003,AUXILIARY BL,0.10881,35.02611,3571.0
23756,07X091,AUXILIARY BL,5.38354,34.7292,2826.0
23761,02X033,AUXILIARY BL,1.04486,36.2473,3690.0
23773,16X026,ALGER_AUX,3.05298,36.7663,2838.0
23786,16X153,AUXILIARY BL,3.10482,36.6863,2834.0
23789,06X045,SETIF_AUX,4.48612,36.3758,3865.0
23816,31X059,ORAN_AUX,-0.47253,35.7047,3077.0
23825,32X010,AUXILIARY BL,1.2061,33.38,2954.0
23832,12X097,CONSTANTINE_AUX,8.06253,34.74022,3182.0
23839,27X152,ORAN_AUX,0.57176,36.2531,3417.0
23844,27X107,AUXILIARY BL,0.61562,36.26211,3060.0
23861,24X100,AUXILIARY BL,7.27,36.45721,3299.0
23869,41X056,AUXILIARY BL,7.94665,36.29017,2806.0
23873,09X161,CENTRE_AUX,2.7919,36.4603,3383.0
23900,16X198,CENTRE_AUX,3.03089,36.7227,2811.0
23904,16X546,ALGER_AUX,3.03292,36.7677,2931.0
23908,32M07,SUD_AUX,1.01487,33.683,2797.0
23910,16X752,ALGER_AUX,3.00637,36.78632,3081.0
23917,16X790,ALGER_AUX,2.92201,36.652,2705.0
23922,16X730,AUXILIARY BL,3.09932,36.7351,2725.0
23925,39X020,AUXILIARY BL,6.90024,33.4757,3516.0
23948,09X169,CENTRE_AUX,2.6488,36.475,2814.0
23955,05X088,SETIF_AUX,6.54894,35.4049,3866.0
23960,14X047,AUXILIARY BL,1.32302,35.3604,2740.0
23962,31X703,ORAN_AUX,-0.5794,35.6945,2723.0
23967,12X089,CONSTANTINE_AUX,8.13119,35.9522,3505.0
23999,18X033,ORAN_AUX,5.89791,36.7784,2923.0
24011,34X090,SETIF_AUX,4.80258,35.9536,3205.0
24019,02X253,ORAN_AUX,1.29597,36.4338,3004.0
24031,26X129,CENTRE_AUX,2.7573,36.2611,2730.0
24039,10X109,AUXILIARY BL,3.7233,36.172,2976.0
24050,16X744,AUXILIARY BL,3.12914,36.7181,2808.0
24063,31X281,ORAN_AUX,-0.57164,35.7203,2833.0
24077,05X215,AUXILIARY BL,6.1348,35.5516,2784.0
24082,31X164,AUXILIARY BL,-0.65847,35.673,2787.0
24095,15X157,CENTRE_AUX,4.23633,36.7223,3254.0
24105,40X061,AUXILIARY BL,7.15394,35.4182,2729.0
24114,04X016,AUXILIARY BL,6.78538,36.1214,2943.0
24125,43X106,CONSTANTINE_AUX,5.94401,36.4139,2830.0
24155,31X127,AUXILIARY BL,-0.86944,35.6869,3088.0
24157,11X017,AUXILIARY BL,5.53361,22.79055,3104.0
24171,36X066,CONSTANTINE_AUX,7.97995,36.6812,3399.0
24183,19X007,AUXILIARY BL,5.40966,36.19525,2809.0
24187,44X090,AUXILIARY BL,1.88581,36.2203,2895.0
24211,14X126,ORAN_AUX,0.83141,34.8622,3867.0
24227,16X786,ALGER_AUX,3.0442,36.7721,2931.0
24265,20X036,TLEMCEN_AUX,0.14906,34.82816,2841.0
24289,31X269,ORAN_AUX,-0.68007,35.6734,2787.0
24291,42X126,CENTRE_AUX,2.50038,36.4646,3306.0
24309,20X006,AUXILIARY BL,0.15339,34.8817,2728.0
24327,20X035,AUXILIARY BL,0.15389,34.82139,2841.0
24328,08X070,AUXILIARY BL,-2.42948,31.5486,2903.0
24329,12X064,CONSTANTINE_AUX,8.21597,34.9627,3868.0
24344,31X307,ORAN_AUX,-0.57119,35.7361,2833.0
24353,16X111,SETIF_AUX,3.04953,36.7397,2805.0
24359,16X179,AUXILIARY BL,3.20907,36.718,2904.0
24372,12X070,CONSTANTINE_AUX,8.07534,35.4888,3869.0
24382,27X070,ORAN_AUX,0.54408,36.091,3870.0
24393,04X047,AUXILIARY BL,6.69298,35.9246,2793.0
24394,10X096,AUXILIARY BL,3.90219,36.44374,3494.0
24396,16X675,CENTRE_AUX,2.79719,36.6788,2935.0
24403,29X094,AUXILIARY BL,0.14722,35.39567,2724.0
24407,05X070,AUXILIARY BL,5.37411,35.3818,2698.0
24415,21X003,CONSTANTINE_AUX,6.83455,36.65181,3111.0
24420,16X818,ALGER_AUX,2.9871,36.7675,2716.0
24421,38X041,ORAN_AUX,1.80632,35.6059,2762.0
24440,15X088,AUXILIARY BL,3.96959,36.7268,2678.0
24470,27X118,ORAN_AUX,0.11286,35.9212,2726.0
24479,04X107,AUXILIARY BL,6.57106,36.0278,2677.0
24480,10X078,CENTRE_AUX,3.54871,36.0323,3871.0
24485,01X059,SUD_AUX,-0.29112,27.8814,2940.0
24491,07X063,AUXILIARY BL,5.59626,34.7913,3290.0
24493,16X496,ORAN_AUX,3.01785,36.7016,2817.0
24499,16X019,ALGER_AUX,3.05842,36.7733,2838.0
24509,35X044,ALGER_AUX,3.3961,36.7084,2858.0
24510,19X165,AUXILIARY BL,5.29378,35.8577,2977.0
24530,03X067,SUD_AUX,2.43505,33.9418,3872.0
24540,29X156,AUXILIARY BL,0.14114,35.41384,3622.0
24559,35X101,ALGER_AUX,3.33342,36.6474,2741.0
24562,42X092,ALGER_AUX,2.7345,36.6386,3376.0
24571,16X406,ALGER_AUX,3.07236,36.64739,2834.0
24572,05X190,AUXILIARY BL,6.20914,35.5933,3227.0
24573,19X140,SETIF_AUX,5.3362,36.1061,2888.0
24576,33X018,AUXILIARY BL,6.82319,28.1336,3169.0
