,BTS,X,Y,commune_id
1629,31X246,-0.64166,35.69,2787.0
1630,16X596,3.05883,36.7553,2966.0
1632,05X070,5.37411,35.3818,2698.0
1634,14X161,2.3088,35.2163,2876.0
1635,02X100,1.2747,36.17669,2895.0
1637,08X009,-1.246,32.0401,3311.0
1638,43X105,5.95156,36.4109,2830.0
1640,18X097,5.74878,36.7992,2785.0
1641,36X023,8.38603,36.647,3312.0
1642,16X574,2.88574,36.7471,2868.0
1643,42X004,2.6593,36.6221,3313.0
1644,17X054,3.23693,35.1547,3314.0
1645,19X152,5.43877,36.1957,2809.0
1646,10X099,3.58895,36.5661,2917.0
1647,19X109,5.64862,36.4636,3315.0
1649,16X969,3.03485,36.7272,2811.0
1650,31X286,-0.41103,35.6808,3000.0
1651,31X425,-0.61239,35.6928,2787.0
1652,07X015,5.72674,34.8447,2816.0
1653,14X039,1.32614,35.3454,2740.0
1654,18X050,5.76459,36.8198,2785.0
1655,39X096,5.9725,33.5244,2842.0
1656,07X099,5.72988,34.8347,2816.0
1657,38X029,1.54828,35.7509,2718.0
1658,16X858,3.1667,36.671,3014.0
1660,16X099,3.1662,36.7318,3157.0
1661,16X773,3.0098,36.7714,3081.0
1662,03X071,2.87207,33.8171,2853.0
1663,16X094,3.10843,36.7313,3316.0
1664,15X048,4.03813,36.6958,2683.0
1665,35X063,3.93039,36.8608,3317.0
1666,13X126,-1.36603,34.8786,3008.0
1667,06X075,5.06166,36.737,2719.0
1668,16X082,2.906,36.6799,3318.0
1669,28X041,4.54872,35.7108,2699.0
1670,03X021,2.87925,33.8169,2853.0
1671,20X001,0.14703,34.83531,2841.0
1672,44X017,2.06974,36.2928,3319.0
1673,26X091,3.29433,36.4653,3320.0
1674,16X076,2.87217,36.6779,2768.0
1675,31X170,-0.31028,35.8575,3272.0
1676,07X047,5.71192,34.8591,2816.0
1678,19X212,5.47795,36.1795,2809.0
1679,31X415,-0.85208,35.5805,3017.0
1681,16X776,2.91358,36.7428,2938.0
1682,14X030,1.32439,35.3527,2740.0
1683,03X014,3.02054,34.138,3321.0
1684,25X002,6.6198,36.3024,2764.0
1685,11X013,5.76749,19.5718,3322.0
1686,19X030,5.2339,36.1704,2897.0
1688,14X090,1.32924,35.3565,2740.0
1689,16X1066,3.28755,36.7757,2717.0
1690,16X1045,3.0765,36.7418,2919.0
1691,31X135,-0.5735,35.6414,2723.0
1692,20X075,0.14727,34.756,3323.0
1693,35X034,3.72817,36.7422,3125.0
1694,34X056,4.89243,35.8982,2778.0
1695,30X084,5.33897,31.9539,2818.0
1696,02X248,1.28138,36.4669,3004.0
1697,13X191,-1.85989,35.1009,3090.0
1698,47X012,4.22529,32.3954,3324.0
1699,05X222,6.2777,35.6417,3325.0
1700,13X032,-1.03715,34.9075,3326.0
1701,16X046,3.09195,36.7456,2725.0
1702,16X095,3.08823,36.7315,2691.0
1703,43X004,6.16907,36.1615,2998.0
1704,35X125,3.40012,36.6474,2990.0
1705,35X117,3.32555,36.646,2741.0
1706,37X010,-8.13897,27.6798,2914.0
1707,31X294,-0.53662,35.7268,2833.0
1709,05X108,5.99994,35.8619,3327.0
1710,17X123,3.2442,34.6088,2703.0
1711,34X098,4.78213,36.0839,2752.0
1712,18X034,6.27696,36.7443,2695.0
1713,19X037,5.5397,35.9401,3328.0
1714,05X119,5.37455,35.3898,2698.0
1715,27X009,0.08558,35.927,2726.0
1716,18X057,6.15848,36.7992,3329.0
1717,40X056,7.14985,35.4104,2729.0
1718,08X077,-2.294,30.45,2721.0
1719,13X102,-1.72708,34.8488,2692.0
1720,06X232,5.04983,36.7563,2719.0
1722,07X057,5.70622,34.8453,2816.0
1723,34X047,5.07939,36.0481,3330.0
1724,09X072,2.62949,36.4601,2814.0
1725,05X169,6.1757,35.5396,2784.0
1726,14X053,1.23397,35.2512,3331.0
1727,16X1539,2.94191,36.65701,2705.0
1728,09X027,3.01207,36.581,3332.0
1729,19X031,5.31199,36.1893,2897.0
1730,16X1038,2.9737,36.7896,3166.0
1732,43X005,5.94523,36.4102,2830.0
1733,44X116,2.47113,36.3732,3333.0
1734,31X215,-0.41772,35.692,2804.0
1735,03X039,2.99701,33.8313,3334.0
1736,21X007,6.89038,36.7528,3006.0
1737,18X092,5.91326,36.8132,2923.0
1738,32X003,0.54508,32.8977,3233.0
1739,31X213,-0.168,35.7941,3118.0
1740,38X015,1.56144,35.9335,3335.0
1742,16X821,2.9787,36.6654,3144.0
1743,13X293,-1.71402,34.8591,2692.0
1744,35X115,3.9129,36.9115,3304.0
1745,28X074,4.53905,35.7111,2699.0
1746,04X108,7.39766,35.7998,2733.0
1747,19X052,5.53055,36.4902,3336.0
1748,35X018,3.86263,36.8175,2789.0
1749,19X059,4.97055,36.4449,3337.0
1750,05X098,6.19099,35.5623,2784.0
1751,31X023,-0.58011,35.6116,3338.0
1752,10X010,3.60242,36.5372,2917.0
1753,06X024,4.39214,36.3851,3307.0
1754,14X044,1.23872,34.8952,3043.0
1755,44X130,1.84601,36.3081,3202.0
1756,41X057,7.9426,36.2735,2806.0
1757,13X068,-1.2605,34.6692,3253.0
1758,16X178,3.23312,36.7785,2774.0
1759,13X234,-1.02615,34.9057,3326.0
1760,23X187,7.76273,36.9055,2731.0
1761,43X086,5.98402,36.4187,3339.0
1762,05X060,6.17187,35.5545,2784.0
1763,16X548,2.96475,36.6473,2705.0
1764,46X036,-0.87569,35.4022,3340.0
1765,12X024,8.11874,35.4157,2697.0
1766,11X077,5.5469,22.779,3104.0
1767,27X174,0.25756,35.9003,3019.0
1768,44X095,1.94612,36.252,2743.0
1769,23X106,7.74146,36.8516,2863.0
1770,10X062,3.692,36.15,2976.0
1771,24X011,7.71655,36.5582,3341.0
1772,18X003,5.77129,36.8175,2785.0
1773,19X036,5.49203,36.0886,3342.0
1774,25X121,6.70454,36.3479,2693.0
1775,29X004,0.14861,35.3914,2724.0
1776,35X058,3.83333,36.7467,3343.0
1777,30X042,5.97808,32.9468,3344.0
1778,43X075,6.17476,36.4684,3345.0
1780,23X020,7.73436,36.8864,2731.0
1781,39X017,6.001,33.5003,3287.0
1782,31X287,-0.67392,35.6855,2787.0
1783,21X032,6.4321,36.7505,2875.0
1785,02X055,1.33761,36.1581,2895.0
1786,35X182,3.7633,36.891,3346.0
1787,10X185,3.6985,36.1314,2976.0
1788,27X153,0.18099,35.7787,2836.0
1790,09X029,2.56197,36.4306,3347.0
1791,19X050,5.66774,35.8936,2906.0
1792,15X142,4.36291,36.7452,3061.0
1793,48X137,0.91158,35.9604,2681.0
1794,14X150,1.47283,35.4131,3224.0
1795,32X069,1.03601,33.66123,2797.0
1796,46X047,-1.13975,35.2879,2993.0
1797,02X125,1.25131,36.1986,2942.0
1798,06X229,5.04012,36.7287,2719.0
1799,23X100,7.4275,36.8989,3348.0
1800,28X139,4.0834,35.1309,3349.0
1801,40X044,7.14155,35.4281,2729.0
1802,27X167,-0.04526,35.7393,3190.0
1803,09X102,2.86092,36.489,2913.0
1804,41X050,8.15757,36.1964,3350.0
1805,15X013,3.83444,36.5347,2982.0
1806,02X122,0.97869,36.1616,3033.0
1807,16X724,3.14672,36.7337,3157.0
1808,02X109,1.09444,36.4914,3351.0
1809,30X104,6.07889,33.1226,3041.0
1810,17X087,3.27245,34.6632,2703.0
1811,20X014,0.17467,34.9304,2728.0
1812,19X024,5.43433,36.2026,2809.0
1813,25X083,6.58625,36.2657,2693.0
1814,36X010,7.7447,36.6865,3020.0
1815,31X483,-0.5794,35.7173,2833.0
1816,05X187,6.36856,35.2567,3352.0
1817,07X084,5.76899,34.9911,3353.0
1818,26X017,3.31194,36.4184,2769.0
1819,12X007,7.75003,35.272,3354.0
1820,23X069,7.7363,36.89785,2731.0
1821,35X044,3.3961,36.7084,2858.0
1823,09X090,2.81589,36.52376,3355.0
1824,35X114,3.58625,36.6907,3356.0
1826,09X011,2.8173,36.4766,2757.0
1829,27X020,0.63608,36.2407,3060.0
1830,31X480,-0.57188,35.6087,3338.0
1831,09X175,2.99231,36.525,3218.0
1832,16X079,2.94359,36.8069,2956.0
1833,05X150,6.35681,35.4552,2855.0
1834,14X142,1.11184,34.9086,2832.0
1835,27X006,0.08917,35.9177,2726.0
1836,16X601,3.2816,36.69844,2753.0
1837,09X061,2.8236,36.4722,2757.0
1838,02X133,1.33765,36.167,2895.0
1840,15X046,4.05165,36.7094,2683.0
1841,04X090,6.38654,35.8949,3357.0
1842,35X072,3.72278,36.8777,3346.0
1843,16X383,2.9454,36.6693,2705.0
1844,09X026,3.17936,36.5928,2870.0
1845,23X033,7.3754,37.0671,3358.0
1846,25X276,6.62284,36.298,2764.0
1847,28X141,3.69268,35.1458,3359.0
1848,16X453,3.04404,36.7632,2838.0
1849,39X005,6.79522,33.4927,3195.0
1850,15X143,3.78399,36.596,3009.0
1851,43X040,6.32425,36.5163,3360.0
1852,43X060,6.26589,36.4385,2991.0
1853,19X002,5.3916,36.1915,2809.0
1854,35X088,3.69674,36.6382,3361.0
1855,16X626,2.88913,36.758,2868.0
1856,31X040,-0.53894,35.7235,2833.0
1858,44X014,2.4816,36.3722,3333.0
1859,42X010,2.18467,36.604,3362.0
1860,05X017,6.34634,35.259,3352.0
1861,02X014,1.30217,36.4639,3004.0
1862,27X066,0.32029,36.1139,3036.0
1864,44X110,2.1571,36.2661,2909.0
1865,48X051,0.35564,35.7228,2880.0
1866,07X012,6.50247,34.6877,3209.0
1867,35X025,3.6157,36.7265,2947.0
1868,23X089,7.59919,36.693,3256.0
1869,16X617,3.27981,36.7336,3028.0
1870,10X005,3.89977,36.3782,2920.0
1871,09X050,2.83114,36.4706,2757.0
1873,36X001,8.3167,36.7694,2755.0
1874,31X226,-0.59208,35.7005,2833.0
1875,16X181,3.17207,36.6535,3014.0
1876,25X106,6.48444,36.2617,2708.0
1877,19X096,5.43534,36.2097,2809.0
1878,25X044,6.9431,36.2287,3051.0
1879,25X110,6.50339,36.2661,2708.0
1880,43X020,5.98484,36.56654,3363.0
1881,09X159,2.97168,36.5317,3218.0
1882,05X251,5.7951,35.27461,3364.0
1883,07X095,5.43029,34.7244,3365.0
1884,34X086,4.90194,36.1041,3002.0
1885,32X005,1.02264,33.6873,2797.0
1886,34X030,4.8789,35.9796,3366.0
1888,16X816,3.14425,36.722,3161.0
1889,09X091,2.80492,36.5769,2674.0
1890,36X025,7.90556,36.7695,3302.0
1891,42X001,2.76958,36.6404,3096.0
1892,06X211,5.27765,36.4303,3269.0
1893,10X087,3.59828,36.5746,2917.0
1894,14X025,1.20564,35.1749,3367.0
1895,21X081,6.80269,36.7047,2839.0
1896,06X006,5.05688,36.7497,2719.0
1897,41X069,7.96101,36.27142,2806.0
1898,27X082,0.44051,36.16637,3210.0
1899,16X646,3.24124,36.7811,2774.0
1900,04X078,7.37507,35.9152,3368.0
1901,31X285,-0.45153,35.5501,3369.0
1902,13X159,-1.47167,35.0734,2672.0
1903,39X023,6.71023,33.1994,3370.0
1904,07X013,5.28475,34.7075,3371.0
1906,18X059,5.61103,36.768,3372.0
1908,04X066,7.34933,35.5715,3373.0
1909,16X344,3.05081,36.7681,2838.0
1910,15X155,4.50481,36.5657,3374.0
1912,15X178,4.0978,36.8085,3375.0
1913,39X010,6.8919,33.3185,2946.0
1914,14X015,1.8724,35.458,3003.0
1915,06X065,4.40345,36.3821,3307.0
1916,31X168,-0.53133,35.7284,2833.0
1917,42X178,2.73227,36.646,3376.0
1918,05X146,5.93973,35.5257,3377.0
1919,10X114,3.9054,36.3707,2920.0
1920,13X082,-1.31644,34.7944,3378.0
1921,28X154,4.17287,35.2987,3379.0
1922,46X048,-1.31547,35.2788,3380.0
1923,05X210,6.08616,35.5362,3381.0
1925,35X090,3.41531,36.7193,2858.0
1926,31X422,-0.58159,35.6183,3338.0
1927,28X132,4.19966,35.2254,2713.0
1930,35X105,3.38306,36.6961,3172.0
1931,31X217,-0.52061,35.6621,2723.0
1932,31X128,-0.66014,35.6991,2787.0
1933,07X068,5.72904,34.8526,2816.0
1934,20X021,0.01772,34.6473,3382.0
1936,31X640,-0.70018,35.62952,3248.0
1937,21X055,6.90719,36.8796,2754.0
1939,09X074,2.76805,36.4591,3383.0
1940,25X030,6.60601,36.3939,2879.0
1941,34X021,4.8385,36.2731,3384.0
1942,18X019,5.84882,36.7537,2902.0
1943,06X189,4.53546,36.4532,2961.0
1944,16X389,3.16485,36.7236,2761.0
1945,41X002,7.9455,36.2773,2806.0
1946,14X033,1.3136,35.3766,2740.0
1947,31X063,-0.45838,35.5535,3369.0
1948,31X438,-0.56653,35.7065,2833.0
1949,16X850,3.11393,36.6677,2834.0
1950,20X011,0.15468,34.8267,2841.0
1951,02X130,1.33473,36.1616,2895.0
1953,24X016,7.14247,36.1591,3385.0
1954,16X722,2.94866,36.7629,2938.0
1955,35X032,3.5964,36.7867,3386.0
1956,10X041,3.83458,36.4743,3093.0
1957,06X101,5.06316,36.7512,2719.0
1958,05X110,6.37264,35.6276,3387.0
1959,16X587,3.05606,36.6607,2685.0
1961,31X162,-0.61536,35.6825,2787.0
1962,44X044,2.22517,36.3081,2788.0
1963,16X589,2.94471,36.6296,3049.0
1964,30X094,5.28306,31.9847,2818.0
1965,34X044,4.91252,35.8666,3388.0
1966,06X026,4.67994,36.4392,3389.0
1967,16X1056,2.96426,36.6225,2685.0
1968,03X068,2.85716,33.7924,2853.0
1970,09X145,2.74607,36.4378,3010.0
1971,09X223,2.8981,36.5856,3106.0
1972,25X165,6.67685,36.2254,2693.0
1973,14X019,1.49006,35.1784,2707.0
1974,02X020,1.19428,36.4187,2918.0
1975,28X043,5.0272,35.6532,3390.0
1976,13X041,-1.84847,35.0995,3090.0
1977,42X171,2.41798,36.51076,2744.0
1978,02X064,1.336,36.168,2895.0
1979,02x08,1.13663,36.3259,3053.0
1980,21X024,6.9703,36.6859,3391.0
1981,17X131,3.02831,35.0841,2776.0
1982,46X129,-1.14359,35.3113,2993.0
1983,05X039,6.18517,35.54603,2784.0
1984,04X149,6.58064,36.044,2677.0
1985,05X016,5.89665,35.6307,3064.0
1987,31X424,-0.63885,35.6956,2787.0
1989,04X094,6.57223,36.0478,2677.0
1991,31X076,-0.64283,35.7027,2787.0
1992,41X051,7.97761,36.2893,2806.0
1994,16X345,3.02522,36.6578,3144.0
1996,24X085,7.43131,36.4487,2786.0
1998,02X085,1.18908,36.4185,2918.0
1999,10X021,3.58385,36.2635,3252.0
2000,25X087,6.68176,36.3049,2764.0
2001,04X003,7.12055,35.8755,2711.0
2002,07X048,5.71831,34.8534,2816.0
2003,48X055,0.81531,36.0889,2922.0
2004,19X161,5.69435,36.1535,2986.0
2005,20X008,0.05194,35.0273,3392.0
2006,12X004,8.12763,35.4089,2697.0
2008,13X346,-1.32243,34.6476,3253.0
2009,15X018,4.21939,36.6247,3183.0
2010,19X025,5.68983,36.1524,2986.0
2011,43X081,6.26594,36.4523,2991.0
2012,16X130,3.23882,36.7638,2791.0
2013,36X072,8.30733,36.7673,2755.0
2014,13X373,-1.34331,34.92265,2745.0
2015,39X002,6.8586,33.3571,2885.0
2016,16X1181,3.1387,36.6634,3014.0
2017,16X1127,2.90999,36.7106,3116.0
2018,32X007,1.03047,33.6718,2797.0
2019,21X037,7.33511,36.8126,3260.0
2020,19X107,5.51011,35.8246,3119.0
2021,07X020,5.73039,34.8549,2816.0
2022,16X487,3.3453,36.7303,2796.0
2023,19X206,5.26508,36.1997,2897.0
2024,31X139,-0.66044,35.6906,2787.0
2025,38X052,1.46542,35.9094,3393.0
2026,10X080,3.9203,36.2908,3394.0
2028,28X126,4.79704,35.8149,3395.0
2029,12X097,8.06253,34.7402,3182.0
2030,25X183,6.61177,36.3825,2764.0
2031,23X056,7.7728,36.8646,2863.0
2033,43X114,6.26068,36.5153,3396.0
2034,16X434,3.03418,36.7443,3117.0
2036,41X014,7.6028,36.0309,3397.0
2037,35X065,3.9453,36.7984,3398.0
2038,09X224,2.9067,36.5097,3158.0
2040,36X013,7.97509,36.6734,3399.0
2041,16X034,3.0081,36.7552,3262.0
2042,20X024,0.15436,34.8383,2841.0
2043,21X082,6.92711,36.7856,3006.0
2044,02X119,1.30744,36.15911,2895.0
2045,25X112,6.83199,36.3156,3016.0
2046,05X046,6.14785,35.5467,2784.0
2047,35X059,3.72245,36.7319,3125.0
2048,04X045,6.39372,35.8938,3357.0
2049,05X066,6.16527,35.5428,2784.0
2050,07X122,5.71422,34.84,2816.0
2051,23X146,7.60483,36.8046,2863.0
2052,48X034,0.91306,35.9658,2681.0
2053,19X157,5.68161,36.1614,2986.0
2054,42X127,2.32943,36.4977,2831.0
2055,34X109,4.96579,35.9908,3400.0
2056,43X003,6.2625,36.4509,2991.0
2057,17X069,3.02772,35.0686,2776.0
2058,42X071,1.8963,36.5712,3401.0
2059,36X067,7.80368,36.7351,2937.0
2060,16X557,3.16017,36.6601,3014.0
2061,13X151,-1.76711,35.0326,2927.0
2062,45X046,-0.28396,33.5477,2770.0
2063,18X017,6.13621,36.8203,3329.0
2064,16X751,3.02787,36.8091,2810.0
2065,44X004,1.9753,36.2657,2743.0
2066,15X161,4.04048,36.7182,2683.0
2067,15X014,3.90116,36.5433,3402.0
2068,16X715,3.1712,36.7397,3157.0
2069,46X040,-0.96347,35.3757,3124.0
2070,31X193,-0.75323,35.6257,3248.0
2071,16X699,2.9553,36.7548,2938.0
2072,28X047,4.37795,35.9289,3095.0
2073,13X210,-1.49791,34.9618,3403.0
2074,14X118,1.55151,34.8468,3165.0
2075,15X059,4.0546,36.7058,2683.0
2076,15X002,4.05614,36.7102,2683.0
2077,09X092,2.82244,36.473,2757.0
2078,31X426,-0.61647,35.6826,2787.0
2079,14X017,1.02703,35.5299,3196.0
2080,35X007,3.45984,36.7642,3113.0
2081,34X148,4.75043,36.08161,2752.0
2082,30X052,6.05446,33.1068,2840.0
2083,25X086,6.58952,36.3358,2764.0
2084,13M10,-1.72708,34.8488,2692.0
2085,19X204,5.50728,36.3696,3404.0
2086,16X673,2.90643,36.7944,2956.0
2087,02X088,1.14697,36.1426,3405.0
2088,16X087,2.95242,36.7349,2760.0
2089,16X603,3.12459,36.6129,2997.0
2090,04X002,7.14674,35.8748,2711.0
2091,08X031,-3.26003,29.4087,3406.0
2092,43X107,5.92221,36.4108,2830.0
2093,41X058,7.95529,36.281,2806.0
2094,28X098,4.40982,35.3228,3407.0
2096,26X002,2.78079,36.2615,2730.0
2097,31X021,-0.61533,35.6883,2787.0
2098,10X115,3.8997,36.3834,2920.0
2099,46X025,-1.13967,35.3139,2993.0
2100,14X013,1.47069,35.4161,3224.0
2101,16X1084,3.20838,36.71546,2904.0
2102,35X089,3.37096,36.6831,3172.0
2103,04X039,6.56939,36.0431,2677.0
2104,16X588,2.98347,36.6684,3144.0
2105,23X156,7.72976,36.86,2863.0
2107,17X086,3.24989,34.6837,2703.0
2108,44X009,2.2261,36.2658,3162.0
2109,19X004,5.40302,36.2021,2809.0
2110,09X205,2.7897,36.5508,2674.0
2111,09X201,2.91014,36.5388,3158.0
2112,12X086,7.75237,35.269,3354.0
2113,24X110,7.15784,36.3071,2679.0
2114,34X091,4.9062,35.8708,3388.0
2115,09X255,2.82759,36.53302,3355.0
2116,31X295,-0.25522,35.7892,2969.0
2117,31X266,-0.59544,35.6982,2787.0
2118,12X013,8.2675,35.6503,3408.0
2119,34X036,4.73886,36.0728,2752.0
2121,05X083,6.12839,35.8082,3409.0
2122,24X095,7.71047,36.4591,3246.0
2123,24X006,7.43944,36.4641,2786.0
2124,24X100,7.27,36.4572,3299.0
2125,14X149,1.34877,35.3665,2740.0
2126,06X187,4.69613,36.6187,3410.0
2127,07X032,5.73378,34.8504,2816.0
2128,31X004,-0.65012,35.7021,2787.0
2129,41X011,8.0401,36.1604,3069.0
2130,44X058,2.4025,36.1604,3411.0
2131,46X068,-1.3952,35.2998,2673.0
2132,07X050,5.75102,34.8578,2816.0
2133,16X908,3.35193,36.7504,2796.0
2134,05X101,6.16581,35.5331,2784.0
2135,16X328,3.17571,36.7161,2864.0
2136,05X226,5.63247,35.6166,3412.0
2137,13X028,-1.52761,34.8277,2978.0
2138,28X131,4.55934,35.6984,2699.0
2139,05X107,6.19738,35.5348,2784.0
2140,28X039,4.53124,35.7255,2699.0
2143,19X120,5.53107,36.1189,3342.0
2144,30X009,5.31267,31.9423,2818.0
2145,16X305,3.17853,36.7437,2791.0
2147,19X080,5.44665,36.1889,2809.0
2148,25X247,6.71036,36.2722,2693.0
2149,16X794,2.9245,36.8037,2956.0
2150,17X136,3.24281,34.6724,2703.0
2152,48X067,0.97557,35.8934,3413.0
2153,28X027,4.1618,35.2192,2713.0
2154,14X119,1.31689,35.362,2740.0
2155,44X067,1.96464,36.2631,2743.0
2156,19X210,5.68791,36.1584,2986.0
2157,16X679,2.98605,36.796,3166.0
2158,18X079,5.74115,36.8009,2785.0
2159,23X013,7.74449,36.9006,2731.0
2160,02X189,0.92626,36.2581,3092.0
2161,16X100,3.14213,36.6679,3014.0
2162,16X581,2.98458,36.72,3066.0
2163,13X059,-1.13136,34.8816,3414.0
2164,16X911,3.1758,36.7305,3157.0
2165,14X034,1.31533,35.3755,2740.0
2167,13X119,-1.42989,35.0618,2672.0
2168,26X062,2.3594,35.55148,3415.0
2169,48X138,0.7842,36.1375,3030.0
2170,13X097,-1.31083,34.8831,2745.0
2171,24X097,7.43005,36.4551,2786.0
2172,16M32,3.05789,36.7706,2838.0
2173,26X119,3.42001,35.9395,2771.0
2174,32X059,1.02905,33.6876,2797.0
2175,16X062,2.94295,36.6731,2705.0
2176,31X198,-0.6321,35.702,2787.0
2177,28X150,4.37984,35.9189,3095.0
2178,25X033,6.49413,36.2638,2708.0
2180,20X002,0.15717,34.8484,2841.0
2181,02X005,1.33156,36.164,2895.0
2182,44x12,2.2394,36.3092,2788.0
2183,26X023,3.22937,36.1973,3416.0
2184,44X087,1.97148,36.2611,2743.0
2185,18X009,5.76322,36.8058,2785.0
2186,15X102,4.0826,36.5546,3047.0
2187,16X640,3.05904,36.788,2886.0
2188,13X072,-1.44204,35.07342,2672.0
2189,14X111,1.49446,35.1737,2707.0
2190,09X043,2.742,36.4633,3010.0
2191,02X059,1.38375,36.2483,2921.0
2192,23X014,7.75114,36.8565,2863.0
2193,27X074,0.57736,36.2531,3417.0
2194,15X020,4.26991,36.6775,3418.0
2195,29X136,0.12731,35.6208,2898.0
2196,08X003,-2.20583,31.6258,2829.0
2197,31X140,-0.76736,35.7392,2780.0
2198,27X124,0.17436,35.9464,3295.0
2199,09X202,2.9068,36.5755,3106.0
2200,02X181,1.30186,36.1391,2895.0
2201,48X066,0.79374,35.7983,2926.0
2202,26X087,3.57653,35.9295,3419.0
2203,13X012,-1.31572,34.8881,2745.0
2204,25X188,6.68767,36.1722,3292.0
2205,06X008,5.04683,36.7341,2719.0
2206,06X147,5.0298,36.539,3420.0
2207,07X079,5.72169,34.8433,2816.0
2208,16X413,2.94318,36.7474,2938.0
2209,01X065,-0.27686,27.8773,2940.0
2210,18X004,5.77786,36.804,2785.0
2211,05X029,5.88205,35.8261,3421.0
2212,35X135,3.62106,36.7233,2947.0
2213,03G03,2.09194,34.1097,3206.0
2214,09X125,2.80899,36.4762,2757.0
2215,05X242,6.0965,35.5269,3381.0
2216,19X115,5.68664,36.1521,2986.0
2217,24X056,7.31086,36.4456,3422.0
2218,20X037,0.14972,34.8511,2841.0
2219,16X145,3.04486,36.7746,2867.0
2222,10X109,3.7233,36.172,2976.0
2223,16X1475,2.9047,36.6368,2705.0
2224,25X027,6.63791,36.3861,2764.0
2225,15M11,4.03732,36.703,2683.0
2226,16X573,2.98469,36.7604,2716.0
2228,05X082,6.62519,35.4847,3423.0
2229,16X1432,3.03929,36.67325,2817.0
2230,34X007,4.75339,36.0658,2752.0
2231,16X055,2.902,36.7833,2956.0
2232,13X109,-1.71647,34.8534,2692.0
2233,16X583,3.10095,36.6557,2834.0
2235,25X090,6.61523,36.3954,2879.0
2236,19X026,5.68749,36.1623,2986.0
2237,18X085,5.81225,36.7743,3291.0
2238,46X101,-1.13882,35.3052,2993.0
2239,16X914,3.2384,36.7346,2904.0
2240,25X143,6.68834,36.26,2693.0
2241,16X084,3.01309,36.7243,2965.0
2242,16X595,3.33668,36.727,2796.0
2244,44X054,1.95997,36.3029,3424.0
2245,04X031,7.39316,35.7883,2733.0
2246,46X045,-1.38557,35.2971,2673.0
2248,48X113,0.68258,35.7969,3425.0
2249,29X055,0.35422,35.0979,3426.0
2250,26X014,2.83056,35.9508,3427.0
2251,19X121,5.54017,35.9371,3328.0
2252,26X060,2.57113,36.1904,3428.0
2253,09X124,2.73275,36.4882,3010.0
2254,35X061,3.35974,36.6878,3172.0
2255,31X381,-0.58839,35.7207,2787.0
2256,05X054,6.12746,35.2478,3429.0
2257,21X117,6.8632,36.631,3111.0
2259,32X055,1.0183,33.6834,2797.0
2260,17X062,3.25039,34.6647,2703.0
2261,43X056,6.16226,36.1591,2998.0
2262,05X167,5.85138,35.6721,3064.0
2264,10X125,3.66791,36.2978,2970.0
2266,42X036,2.53531,36.5632,3430.0
2268,33X012,8.4779,26.5013,3431.0
2270,16X395,3.26536,36.7674,2791.0
2271,16X048,3.12069,36.7327,3316.0
2272,31X216,-0.50233,35.6921,3077.0
2273,30X026,6.09203,33.0642,2936.0
2274,13X104,-1.35475,34.8807,3008.0
2275,16X676,2.99444,36.7208,2965.0
2276,40X003,7.13642,35.4368,2729.0
2278,31X096,-0.65417,35.6819,2787.0
2279,13M23,-1.29672,34.9215,2878.0
2280,28X079,4.54322,35.7298,2699.0
2281,26X029,2.7695,36.3589,3432.0
2282,16X106,3.14054,36.7199,3161.0
2283,13X226,-0.95603,34.9264,3433.0
2284,27X062,0.16862,35.83767,3434.0
2285,08D04,-2.20534,31.62,2829.0
2286,35X038,3.87483,36.9153,3304.0
2287,29X105,0.1567,35.4022,2724.0
2288,10X093,3.89188,36.3758,2920.0
2289,05X157,5.89306,35.3759,3135.0
2290,16X1034,3.0295,36.8052,2773.0
2291,17M03,3.2491,34.6746,2703.0
2292,15X214,3.98933,36.5055,3159.0
2293,14X078,1.49046,35.1872,2707.0
2294,16X067,3.0086,36.7793,3081.0
2295,26X096,2.65962,36.1475,3435.0
2296,15X163,4.30387,36.6847,3418.0
2299,05X095,6.1759,35.556,2784.0
2300,31M15,-0.64342,35.6961,2787.0
2301,24X080,7.51059,36.4618,3025.0
2302,42X028,2.69136,36.6452,3109.0
2304,19X001,5.3925,36.1972,2809.0
2305,02X069,1.34336,36.1486,2895.0
2306,15X147,4.04215,36.7869,3375.0
2308,29X063,0.14044,35.3934,2724.0
2309,06X040,4.697,36.7009,3436.0
2310,23X115,7.7778,36.8591,2863.0
2311,31X025,-0.57742,35.7048,2833.0
2312,16X090,3.10028,36.7388,2725.0
2313,44X030,2.23008,36.1811,3277.0
2314,07X075,5.7416,34.8619,2816.0
2315,43X098,6.25923,36.4551,2991.0
2317,24X028,7.43555,36.4694,2786.0
2318,28X088,4.17701,35.6312,3437.0
2319,35X190,3.3699,36.6735,3172.0
2320,08X011,-2.04569,30.9201,3438.0
2321,42X042,2.18728,36.6067,3362.0
2322,16X144,3.2565,36.7692,2791.0
2323,21X121,6.83424,36.6484,3111.0
2324,41X039,7.52686,36.1205,2813.0
2325,02X034,1.56836,36.5299,3216.0
2326,29X088,0.07339,35.3164,3440.0
2327,16X372,2.79421,36.6714,2935.0
2328,34X015,4.7392,35.9691,3205.0
2329,02X114,1.30792,36.5082,2687.0
2331,16X1209,3.19398,36.71261,2864.0
2332,41X081,7.84785,36.3663,3283.0
2333,10X123,3.67958,36.2939,2970.0
2335,19X045,5.40858,36.3864,3441.0
2338,47X037,4.4867,32.788,3442.0
2339,44X051,2.47542,36.3717,3333.0
